Group.1,Group.2,Group.3,CLD,Context,A38B,A40B,A44B,A46B,A51B,A60B,A61B,A64B,A65B,A66B,A75B,A80B,A80B.1,A81B,A82B,A94B,A96B,A100B,A101B,A102B,A103B,A104B,A105B,A107B,A109B,A110B,A111B,A114B,A115B,A117B,A118B,A119B,A124B,A125B,A126B,A127B,A130B,A131B,A135B,A140B,A141B,A148B,A149B,A159B,A160B,A161B,A162B,A170B,A174B,A175B,A182B,A186B,A213B,A222B,A223B,A227B,A228B,A229B,A230B,A234B,A235B,A237B,A239B,A241B,A243B,A245B,A246B,A247B,A251B,A252B,A254B,A256B,A259B,A260B,A262B,A263B,A266B,A267B,A267B.1,A268B,A275B,A278B,A295B,A295B.1,A297B,A298B,A299B,A300B,A314B,A320B,A321B,A321B.1,A322B,A337B,A338B,A339B,A342B,A362B,A364B,A365B,A366B,A367B,A367B.1,A382B,A388B,A395B,A396B,A396B.1,A399B,A400B,A401B,A401B.1,A402B,A407B,A408B,A408B.1,A409B,A412B,A414B,A416B,A418B,A419B,A420B,A421B,A424B,A425B,A427B,A427B.1,A429B,A430B,A431B,A433B,A433B.1,A434B,A435B,A436B,A437B,A439B,A442B,A442B.1,A443B,A445B,A446B,A448B,A451B,A452B,A454B,A455B,A455B.1,A456B,A457B,B41B,B48B,B49B,B62B,B63B,B70B,B71B,B72B,B82B,B83B,B87B,B88B,B89B,B90B,B92B,B99B,B100B,B104B,B105B,B106B,B109B,B110B,B111B,B112B,B116B,B117B,B118B,B119B,B120B,B123B,B126B,B127B,B129B,B131B,B132B,B133B,B140B,B141B,B143B,B156B,B157B,B163B,B164B,B170B,B178B,B191B,B198B,B208B,B209B,B213B,B214B,B217B,B219B,B220B,B221B,B224B,B226B,B229B,B230B,B232B,B233B,B234B,B235B,B236B,B237B,B238B,B242B,B243B,B244B,B245B,B246B,B247B,B249B,B250B,B251B,B252B,B253B,B254B,B255B,B257B,B258B,B259B,B260B,B262B,B263B,B264B,B265B,B267B,B268B,B269B,B270B,B271B,B273B,B274B,B276B,B282B,B284B,B285B,B286B,B288B,B298B,B300B,B302B,B303B,B304B,B307B,B308B,B321B,B325B,B326B,B327B,B340B,B341B,B342B,B354B,B359B,B360B,B362B,B363B,B366B,B370B,B372B,B373B,B374B,B375B,B376B,B377B,B378B,B379B,B380B,B381B,B382B,B385B,B386B,B387B,B388B,B390B,B391B,B392B,B398B,B399B,B400B,B401B,B402B,B403B,B404B,B405B,B414B,B417B,B418B,B423B,B426B,B442B,B443B,B452B,B455B,B456B,B458B,B462B,B470B,B472B,B473B,B474B,B478B,B479B,B480B,B481B,B484B,B485B,B487B,B488B,B489B,B490B,B491B,B492B,B493B,B495B,B498B,B499B,E36G,E37G,E42G,E61G,E62G,E78G,E86G,E87G,E89G,E89G.1,E90G,E91G,E100G,E102G,E103G,E116G,E124G,E141G,E142G,E145G,E148G,E153G,E154G,E155G,E157G,E158G,E158G.1,E159G,E160G,E161G,E163G,E164G,E165G,E167G,E175G,E178G,E203G,E206G,E208G,E222G,E225G,E271G,E286G,E291G,E426G,E464G,E477G,E477G.1,E479G,E487G,E488G,E494G
RCA,av,T07,0.57,Med,0,0,0,0,0,0,0,0,0,0,0,0,1.02272340614874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705437840890777,2.35459478500372,0,0,2.62513639577142,0,0,0.309684684684685,0,0,1.99633829064393,0,1.09772796857518,0,8.13021288689366,1.12058911414841,0,0,0,0.622456025182116,0,0,0.267454954954955,0,0,0,0,0,3.26490612750155,0,0,0,0,0,0,0,0,42.5032891278467,0,0,0,0,0,0,1.77809818825217,0,1.03282527962669,1.96502055979004,2.01210798247405,0,0,0,0,0,0,0.225225225225225,0,0,0,0,0,2.59604231084592,0,0,0,0,0,0,1.56120548517344,2.59625778234866,1.22699326287356,0,0,0,0,0,0.270356234096692,0,0,0,0,0,0,0,0,0,0,0.674195222241416,0,0.985785683998932,0,0.225225225225225,0.302162849872774,0,0,0,0,0,0,0,0,0,0,0,0.581057524694945,0.45045045045045,0,0,0,2.92306012011319,0,0,0,0,0,0,0,0,12.5733790044508,0,0,0,0,0,0.143005720228809,0,0,0,0,0.506108202443281,0.260010400416017,0,1.239092495637,0,29.5700526101323,1.5069440473954,0,0,0,0,0,0,0,0,0,1.46814668398254,0,0.130005200208008,0,0,0,0,0,0,3.40636101872889,1.71606864274571,1.2739965095986,0,0,0,0,0,0,0,0.15600624024961,0.401396160558464,0.208008320332813,0.169006760270411,0,0,1.80509838194575,0,0.895061980489691,0,0,0.609758421750483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221008840353614,0,0,0,0.260010400416017,4.08735516114751,0.471204188481675,0,6.65560445944021,0,0,0.221008840353614,0,0,0,0.182007280291212,0,0,0,0,0.593368237347295,0,0.787668155940897,0,3.26919529413795,0,0,0,0.418848167539267,0,0,0,0,0.143005720228809,0,0,0,1.66406656266251,0.680628272251309,0,0.698080279232112,0,0,2.3250647303379,0,0,0,0.442017680707228,0,0,0,0,0,0,0,0.754030161206448,0,0,0.351014040561622,1.04712041884817,0,0,0,0,1.17004680187207,0.977312390924956,0,0,0,0,0,0,0,0,0,0,20.5681281615913,0,0,0,0,4.55899839382996,0,0.104004160166407,0,0,0,0,0,0.130005200208008,1.11804472178887,0.117004680187207,0.325013000520021,0,0,0,0,0,0,0,0,0,0,0,0.0910036401456058,0,0,0,0,0.104004160166407,0,0.363333333333333,0,0,0,0,0,0.44,0,0.286666666666667,0,12.1933333333333,0,0,0,0.213333333333333,0,0,0.156666666666667,0,0,0,0,71.9966666666667,0,0,3.79,4.99,3.27333333333333,1.96,0.336666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGA,av,T07,1.75,Ext,0,0,0,0.305654610290372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67912243097611,0,0,0,6.37600046404733,0,0,0,0,1.26230344457212,1.19811804502972,0,3.02153999764571,0,16.6045266640341,0,0,0,0,0,0,0,0.303465900015972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281363786825554,0,1.22694160511429,0,0,0,0,0,0,0.5092534846261,0,2.38801133146074,0,0.856952674459361,0,0,0.976562960349719,0,0,0,0.231711353856339,0,0,0,0,3.02957712861315,0,0,0,0.22075055187638,0,0,3.94817908852796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231711353856339,0,0,0,0.557169153049675,0,0.559186997466222,0,0,5.51307432824694,0,0,0,0,0,0,0,0,0,0,0,0,3.12434479782147,0,0,0,0,0,0,0,0,0,0,0,0,44.8662421636898,0,0.728235683548494,0,0,1.06962186578409,0,0,0,0,0,1.0731585711277,0,0,4.17274012628626,0,24.0713406743868,0,0,0,0,0,0,0,0,0,0,0,0,2.85874497835134,1.51638234497698,0,0,0,0,0,0.55513499873833,0,2.68786529742308,0.487408610885459,0,0,0,0,0,0,0.630835225839011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58036840777189,0,0,0,0,0,0,0,0,0,0,2.67915704958759,1.16073681554378,16.879922941614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582010582010582,0,4.75986469285985,0,0,0,0,2.13418336795871,0,0,0,0,0,0,0,20.4546172503638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20782982143581,0,0,0,0,0,0,0,0,0,2.4633647768492,2.05902790762069,0,0,0,0,1.9156836925851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12333333333333,0,0.28,0,2.07,0,2.4,0,0,1.05666666666667,0,0,0,0,0,0.26,0,0,0.466666666666667,0,0,45.7966666666667,41.9866666666667,0,3.35666666666667,0,0,0,0,0,0,0,0,0,0,0.193333333333333,0,0,0,0,0,0,0,0,0,0,0,0
RMO,av,T07,0.15,Med,0,0,0,0,0,0,0,0,0,0,0,0.707964601769911,0,0,0,0,0,0,0,1.39414646141104,0,0,0,0,0,3.40006735419252,0,0,0,3.73991283352766,8.75615726522508,0,0.722471350274041,2.30498564757861,0,0,0,0,0,0,0,4.67622486908967,0,6.39572094153625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93343141551404,0,0,0,0,0,2.41810942473667,0.672645739910314,3.04741472883066,0,0,0,0,0,0,0,0,11.3831322585638,0,0,0,0,0,0,0,6.10261911146867,0,0,0.707964601769911,0,0,19.6816560954027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14573667488466,2.68436578171091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7594911316884,4.36578171091445,0,0,0,0,0,0,0,0,0,0,0.668973471741638,0,0,0.715109573241061,0,27.9031725843196,3.56312024982068,0,0,0,0,0,0,0,0,0.484429065743945,0,0.622837370242214,0,0,0,0,0,0,0,0,0.983190612115446,2.59662813811382,0,0,0,0,0,0,0,0,0,0,0,0,3.1675496686113,0,0,0.438292964244521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4135434353295,0,4.31251142527439,4.08180896910863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13773557780419,0,0,0,0,0,0,13.1347903466673,0,0,0,0,0,0,0,0,0.438292964244521,0,0,0,0,0,1.4474488513713,0,0,0,0,0,0,0,0,0,0,0,0,0.530565167243368,0,1.51665300362043,0,0,0,0,0,3.17876322007423,0,0,0,0,0,0,0.438292964244521,0,0,2.19858156028369,12.1362494427898,0,6.61939904124946,0,0,1.64922296225817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622837370242214,0,0,0,0,0,0,0,0,0,0,0,5.11333333333333,10.3233333333333,0,0,3.42666666666667,0,6.52333333333333,0,4.32333333333333,0.466666666666667,0,0,0,0,0,0,0,0,0.513333333333333,0,0,0,20.7066666666667,0,32.68,15.5433333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383333333333333,0,0,0
RPE,av,T07,1.03,Ext,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51464766429137,0,0,0,0,0.877948976660431,0,0,0,0,0,2.8456931147217,0,0,5.17804582638348,0,3.87374808202538,0,14.6697278956612,2.95027936523289,2.13694554483897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698458574181117,1.04140704060827,0,0,2.51838195164782,0,0,0,0,1.42322625979322,0,6.36154229058575,0,0,0,0,0,0,0,2.14064645020405,0,0,0,0,0,5.24832462413119,0,0,1.9838732464698,0.534441805225653,0,0,15.1714922202602,0.455265241488519,5.90552364714714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400337126000843,0,0.602119460500963,0.960954242752742,0,0,0,0,0,0,0,0,0,0,0,0,0.526759376316898,0,0,0,3.77378718573462,0,0,0,0,0,0,0,2.96102487174462,12.0482482716857,0,2.19714964370546,0,0,0,0,0,0,0,0,0,0,0,7.63753839646396,0,19.3416497906335,8.07768089245147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96254785222512,0,1.71383850891295,1.07416879795396,2.88407069103863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32955996822213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645410677136964,2.35666041812894,0,2.99631311628228,0,0,0,0,0,0,0,0,0,0,0,0.594988913609847,0,0.857017342324715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80501050405424,0,3.4760615034054,0,0,0,3.36817937578063,0,0,0,0,0,0,0,0,0,0.916711129149962,0,0,0,0,1.01991972364153,0,0,0,0,0,1.75144263804638,0,0,0,0,0,0,0,0,0,16.9819556624465,10.4947707917963,2.86677821999147,0,0,0,0,0,0,0,3.32123610966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263244488318526,0,0,0,0,0,0,0,0,0.263244488318526,0,0,0,0,2.1,0,0,0,0,0,13.5033333333333,0,0,0,0,0,0,0,0,0,0,0,31.3966666666667,0,0,0,31.9966666666667,16.47,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,am,T14,0.01,UnP,0,0.513444672846114,0,0,0,0.534499514091351,0,1.55772711404843,16.513765571653,0,0,0,0,0,0,1.49496954475217,0,0.776604556816589,10.6903217131282,0,2.93527082698339,0,0,0,0,0.206511175898931,0,0,0,1.40124064234279,0,0,0,1.78025478968383,0,0,2.36759121739636,0,0,2.70917258473352,0,0,0,1.86383438257224,0,0,0,0,0,0,0,0,0,0,0,0.27455384999376,0,0,0,0,0,0,2.64603384087892,0,0,0.49659947268904,2.87800871815989,0,0,0,0.255102040816327,0,0,0,2.40241159848045,0,3.13594627628799,0,0,0,0,0.279397473275024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21865889212828,0,4.17385904117968,1.57947930790243,0,0,0,0,0,0,0,8.71750205997511,0,0,0,0,0.21865889212828,0,0,0.56576703527322,0,0,0,0,0,0,4.58273888338057,0,0,0.222304557243423,0,0,0,0,0,0,0,0,0,5.96088526317361,0,0,0,4.84340757380865,0,0,0,0,0,0,0,0,8.29699646873063,0,2.28694691985102,0.619533527696793,0,0,0,0,0,0,0,1.17007025482258,0,0,0,0,12.8298326154423,0.245098039215686,0,0,0,0,0,0,0,0,0,6.89491605977376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62036810290449,0,0,14.4695657413977,0,0,0,0,0,0,0,0,0,0,0,0,0.492716366752356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72995724557043,0.754248786061125,0,0,2.38617667091885,0,0,4.8051505918188,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67392282673089,0,3.62683544843684,0,0,0,0,0,2.32893279428414,0,0,0,0,0.773676008535376,0,0,0,0,0,26.9674220083004,0,0,0,0,8.65839802073357,0,0,0,0,0.408496732026144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16421568627451,0,0,0,0,0,0,0,0,0.97,0,0.143333333333333,0,2.35666666666667,0,0.803333333333333,0,12.97,0,0.746666666666667,0,0,0,0,0,0,0.17,0,0,0,61.2666666666667,0,0,0,0,12.8,0,6.28333333333333,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1.04333333333333,0,0,0,0,0
GRG,am,T14,0,UnP,0,0,0,0,0,0,0,2.71129717355434,5.88629910578357,0,0,0,0,0,0,0.433925049309665,0,0,2.49249868732185,0,0.414201183431953,0,2.72896366226338,0,0,0,0,0,0,10.1460614017065,0,0,0,23.9020248387036,0,0,0,0,0,0,0,1.44784892690452,0,5.88480558198332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493096646942801,0,0.396039603960396,7.46471309352787,0.710059171597633,0.313531353135313,0,0,0,0.313531353135313,0,0.313531353135313,0,10.2023999799763,0,0,0,0,0,0,0,1.06508875739645,0,0,0,0,0,2.73624424697658,0,0,0,0,0,0,2.21409127328267,5.03621863978214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744234186732283,0,0,1.31983908450017,0,0,0,0,0,0,0,0,0,0,0,1.12211221122112,0,0,0,0,0.462046204620462,0,0,0,0,0,0,0,0,9.04529722911453,0,0,0,0,0,0.443637830207703,0,0,0,0,0,0,0.685622101230087,1.68218640045846,0,21.5210644831624,2.07986049752817,0,0,0,0,0,0,0,0,0,3.70261026638443,0,0,0,0,0,0,0,0,0,0,2.71075842239982,0,0,0,0,0,0,0,0,0,0,0,0,1.18975599919339,2.38221639381149,0,0,0,0,0.483968542044767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18654833960339,1.25093619049388,0,0,3.70580720311153,0,0,0,0,0,0,0,0,0,0,0,0,0.43525571273123,0,0,0.830157884693175,0,0,0,0,0,0,0,0,0,0,0,0,5.12173067451013,0,0,3.37517435982487,0,0,3.21794618632866,0,0,0,0,0,0,0,0,0,0,0,0.652883569096844,0.746118168985683,0.825704541374977,0,4.81993865994237,0,0,0,0,0,1.91868072094147,0,0,0,0,0,0,0,1.53522174622232,0,0,31.4806184426792,0,0,0,0,1.01559666303954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3466666666667,0,0,0,3.13333333333333,0,0,0.713333333333333,0.936666666666667,0,1.67666666666667,0,0,5.39333333333333,0,0,0,0,0,0,0,0,3.58666666666667,0,1.2,11.4166666666667,0,31.8666666666667,0,22.7266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,am,T14,0,UnP,0,0,0,0,0,0,0,0.317693059628543,0,2.46823069403715,0,0,0,0,0,0,0,0,0.305474095796676,0,0.972813030336001,0,0,0,0,0,0,0,0,1.64054271389463,0,0,0,9.29992208711486,0,0,0,0,0.488758553274682,1.91259552009951,0,1.69892655024913,0,18.0206687378571,0,0,0,0,0,0,0,0.261682242990654,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41440275333881,3.70234604105572,6.24222027961096,0,0,0,0,0,0,6.37584454143173,0,3.0665561129099,0,0,0,0,0,0.485981308411215,0,0,0,0,0,0,0,0.20772238514174,0,0,0,0,0,0,1.32224861420977,2.02166672862861,0,0.684261974584555,0,0,0,0,6.17057673509286,0,0,0,0,0,0,0,1.0153120147487,0,0,0,0,0.954334044929347,0,0,0,0,0,0,0,0,0,0,0,0,0.439882697947214,0,10.3106185382642,3.89784946236559,1.17757259467416,0.884735202492212,0,6.90382320654151,0,0,0,0,0,0,0,0,1.80345693093267,0,3.53128054740958,0,0,0,0,0,0,0,0,1.35252918761699,0,0,0,0,27.0351359149557,0,0,0,0,0,0,0,0,0,0,3.18237661575214,0,1.44072846438868,0,0,0,0,2.28869785600791,0,0,4.45177920133755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235294118,0,0,0,0,0,0,0,0.85721283370071,1.31547507466977,2.45347529006681,0,0,20.5812017698699,0,0,0,0,0,0,0.892213099388895,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12662258143522,1.20925030305302,0,0,0,0,0,0,0,2.0436531059362,0,1.17647058823529,1.07686924355466,0,0,2.53562320278838,0,0,0,0,0,0,0.46738899511366,0,0,0,0,0.431372549019608,0,0.403654132143616,0,2.09930182911463,0,0,0,0,0,1.10730287706559,0,0,0,0,0,0,0,0.382409177820268,0,0,13.2223814147593,1.22502197058103,0,0,0,4.81832330985976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206666666666667,0,0,0,5.16333333333333,1.22333333333333,0.486666666666667,0.263333333333333,2.22333333333333,0,6.58333333333333,0.66,0,0,0,0,0,0,0,0,0,0,12.09,0,0,0,13.49,0.486666666666667,12.6966666666667,44.4233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGA,am,T14,0.04,UnP,0,0,0,0,0,0,0,0,4.03166870800354,0,0,0,0,0,0,0,0.555820231856439,0,0.713330361123495,1.2221906989774,0,0,0,0,0,0,0,0,0,19.2838815742798,0,0,0,28.7233111477536,0,0,0,0,0,0,0,0.50936329588015,0,1.70068263543047,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57634543290634,0,0,0,0,0,0,0,0,15.0106856703983,0,0,0,0,0,0,0,0,0,4.34173453038909,0.445831475702185,0,0,0,0.682864856280769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97437839006622,0,0,0,0,0,0,0,0,0,0.584269662921348,0,0,0,0,0,0,0,0,0,0,2.06537431471199,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5260703342908,0,0.889312370970303,0,0,0,0,0,0,0,0,0,0,0,1.00047641734159,1.16240789071619,0,0,0,0,1.69000297196752,0,0,0,0,0,0,0,0,0,36.9252785503445,0,0,0,0,0,0,0,0,0,0,3.9099499954734,0,1.56942023132964,0,0,0,0,0,0,0,4.6039058743233,2.11368180519852,0,0,0,0,0,0,0,0.67476383265857,0,0,0,0,0,4.32791125712153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33811599589643,0,0,1.65357613267233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417004048583,2.28186035516946,0,1.04588394062078,0.742644958583262,0,0,0,0,0,1.11749680715198,0,0,0,0,0,0,0,0,0,0,26.1641236266713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42437961623457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,1.84,19.1366666666667,0.456666666666667,0,0,2.77333333333333,0,5.99666666666667,0,0,0.723333333333333,0,0,0,0,0,0,0,0,0,1.00666666666667,0.456666666666667,0,21.8266666666667,4.28333333333333,18.8966666666667,6.36333333333333,0,0,0,0,0,0,5.47,0.92,1.21333333333333,0,0,5.49333333333333,0,0,0,0,0,0,0,0,2.12,0.6
RMO,am,T14,0.11,Med,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18459785746151,0,2.83177422501546,31.2885064184568,0,0,0,0,0,0,1.02254490155736,0,0,0,0,0,0,0,1.33802556409748,0.338933097553787,0,0.653290344172053,0,0,1.87503069114703,0,1.4076910509648,0,7.59384767808018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324196875921014,0,2.36933881995255,0,1.89981194389776,0,0,0,0,0.545240200412614,0.186150409530901,10.8395364896433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223380491437081,0,0,0,0,0,0,0.503368702459775,0,0.555305417979889,0.486295313881521,0,0,0,0,0,0.553562091317015,0,0,0,0,0,0,1.36987810139078,0.446760982874162,0,0,0,0,0,0.742795805597588,0.210970464135021,0,0,2.41879765128882,0,0,0,0,0,0,0,0,0.658488557428142,0,0.250515767757147,0,0,15.6626879776797,0,0,0,0,0,0,0,5.84440541033326,2.37427069657554,0,0,0,0,0,0,0,0,0,0.94577835545635,1.09975736377868,0,0,0.218848310764601,0,9.61009893342977,0,0,0,0,0,0.319488817891374,0,0,0,0,17.415625194262,0,0,0,0,0,0,0,0,1.11543423251215,0,0.636645162023351,0,0,0,0,0,0.142298114549982,0,0,0,0,0,0,0,0,0,0,0,0,0.218848310764601,0,0,0,0,0,0,0,0.731617269596205,0,0,0.723706374457025,0,0,0,0,0,0,0,0,7.94878929865556,1.3405824651287,4.92604956497588,0,0,0,0,0,0,0,0,0,0,0,0.154156290762481,0,0,0,0,0,0,0,0,0,0.218848310764601,0,0,0,3.70116303691902,0,0,0,0,0.605629269737972,0,0.924287778917884,0,0,1.28954657386989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252928647497338,0.300916427301327,0,0,0,0.213447171824973,1.29180260028526,0,0.359424920127795,0.687774220324914,0,0,1.7147597463715,0,0,1.16523974516,0,0,11.7858490013805,0,0,0,0,26.8252663156948,0,0,0,0,0,0,0,0.882865844626068,0,0.232526330187389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.386666666666667,0,0,5.36666666666667,0.22,0.236666666666667,0,0,0,0,0,0,0,0,0,0.316666666666667,0,0,0,7.85333333333333,43.5833333333333,23.67,1.06333333333333,0,0,16.6533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316666666666667,0,0,0
RPE,am,T14,0.01,UnP,0,2.98682462429984,0,0,0,0,0,0,5.61645238366139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18122286838801,0,0,0,11.4959438146849,0,0,1.44830659536542,0,0,0.71301247771836,0,0,0,3.35200985399267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65293383270911,0,1.19148936170213,0.646167557932264,38.2788400663694,0,0,0,0,0,0,0,2.84457845033565,0,6.74493369236798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02495543672014,2.71836007130125,0,0,0,0,0,0.958110516934046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846702317290553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41709333636743,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95475530932595,0,53.8423018947029,7.34767025089606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64874551971326,0,0,0,0,0,0,0,0,0,0,4.15486307837583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931899641577061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11111111111111,0,0,0,0,0,0,0,16.4560166510439,0,0,1.25448028673835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25448028673835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0436759697773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15666666666667,0,0,0,0.596666666666667,0,8.19666666666667,0,0,0,0,0,0,0,0,0,0,0,5.47666666666667,0,0,0,61.0233333333333,4.44333333333333,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24666666666667,0,0,0,0,0
