Group.1,Group.2,Group.3,CLD,Context,A38B,A40B,A44B,A46B,A51B,A60B,A61B,A64B,A65B,A66B,A75B,A80B,A80B.1,A81B,A82B,A94B,A96B,A100B,A101B,A102B,A103B,A104B,A105B,A107B,A109B,A110B,A111B,A114B,A115B,A117B,A118B,A119B,A124B,A125B,A126B,A127B,A130B,A131B,A135B,A140B,A141B,A148B,A149B,A159B,A160B,A161B,A162B,A170B,A174B,A175B,A182B,A186B,A213B,A222B,A223B,A227B,A228B,A229B,A230B,A234B,A235B,A237B,A239B,A241B,A243B,A245B,A246B,A247B,A251B,A252B,A254B,A256B,A259B,A260B,A262B,A263B,A266B,A267B,A267B.1,A268B,A275B,A278B,A295B,A295B.1,A297B,A298B,A299B,A300B,A314B,A320B,A321B,A321B.1,A322B,A337B,A338B,A339B,A342B,A362B,A364B,A365B,A366B,A367B,A367B.1,A382B,A388B,A395B,A396B,A396B.1,A399B,A400B,A401B,A401B.1,A402B,A407B,A408B,A408B.1,A409B,A412B,A414B,A416B,A418B,A419B,A420B,A421B,A424B,A425B,A427B,A427B.1,A429B,A430B,A431B,A433B,A433B.1,A434B,A435B,A436B,A437B,A439B,A442B,A442B.1,A443B,A445B,A446B,A448B,A451B,A452B,A454B,A455B,A455B.1,A456B,A457B,B41B,B48B,B49B,B62B,B63B,B70B,B71B,B72B,B82B,B83B,B87B,B88B,B89B,B90B,B92B,B99B,B100B,B104B,B105B,B106B,B109B,B110B,B111B,B112B,B116B,B117B,B118B,B119B,B120B,B123B,B126B,B127B,B129B,B131B,B132B,B133B,B140B,B141B,B143B,B156B,B157B,B163B,B164B,B170B,B178B,B191B,B198B,B208B,B209B,B213B,B214B,B217B,B219B,B220B,B221B,B224B,B226B,B229B,B230B,B232B,B233B,B234B,B235B,B236B,B237B,B238B,B242B,B243B,B244B,B245B,B246B,B247B,B249B,B250B,B251B,B252B,B253B,B254B,B255B,B257B,B258B,B259B,B260B,B262B,B263B,B264B,B265B,B267B,B268B,B269B,B270B,B271B,B273B,B274B,B276B,B282B,B284B,B285B,B286B,B288B,B298B,B300B,B302B,B303B,B304B,B307B,B308B,B321B,B325B,B326B,B327B,B340B,B341B,B342B,B354B,B359B,B360B,B362B,B363B,B366B,B370B,B372B,B373B,B374B,B375B,B376B,B377B,B378B,B379B,B380B,B381B,B382B,B385B,B386B,B387B,B388B,B390B,B391B,B392B,B398B,B399B,B400B,B401B,B402B,B403B,B404B,B405B,B414B,B417B,B418B,B423B,B426B,B442B,B443B,B452B,B455B,B456B,B458B,B462B,B470B,B472B,B473B,B474B,B478B,B479B,B480B,B481B,B484B,B485B,B487B,B488B,B489B,B490B,B491B,B492B,B493B,B495B,B498B,B499B,E36G,E37G,E42G,E61G,E62G,E78G,E86G,E87G,E89G,E89G.1,E90G,E91G,E100G,E102G,E103G,E116G,E124G,E141G,E142G,E145G,E148G,E153G,E154G,E155G,E157G,E158G,E158G.1,E159G,E160G,E161G,E163G,E164G,E165G,E167G,E175G,E178G,E203G,E206G,E208G,E222G,E225G,E271G,E286G,E291G,E426G,E464G,E477G,E477G.1,E479G,E487G,E488G,E494G
GRC,av,T14,0.4,Med,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52139810540529,0,1.68625773747068,18.9395031443549,0,2.35500697764849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40411982280805,0,0,1.65935541946324,0,0.898849827421256,0,4.08954469376751,0.213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1661918328585,0,0,0,0,0,13.2679750783974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296771130104463,0,0,0,0,0,0,0,0.846314512082706,0.48670465337132,0,0,0,0,0,0.91619571403938,0.267877940833916,0.379867046533713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83556776324072,0,0,0,0,0,0,0,19.3375868914952,0,0,23.431236495028,0,0,0,0,0,0,0,0,3.08643961729321,0,0,6.14205867623486,0,23.0451460283641,8.67572459598252,0,0,0.415721844293273,0,0,0,0,0,0,2.67435850965114,0,0,0,0,0,0,0,0,0,0.81254724111867,2.33462284314753,0.302343159486017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359032501889645,0,0,0,0,0,0,0,0.491307634164777,0,1.41814234755146,0,0,0,0,0,0,0,0,0,0,19.6302747197452,1.17416829745597,14.8418624153887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978214725768542,0,0,0.359032501889645,0,0.264550264550265,0,0,0,0,0,0,0,0,0.45662100456621,1.93314735966329,1.0219612959339,0,2.88664418386081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44735159593879,0,0,0,0,0,0.321239606953893,0,0,0,0.815653506455855,0.478364861926506,0,1.52582621257388,0,0,0,0,0,0,0,0,0,0.824195736133114,0,0,0,0,0,0,0,0,0,0,0.283446712018141,0,0,0,0,0,0,0,0,0,0,0,0.196666666666667,0,0,0,0,0,0,0,3.48333333333333,5.72,2.60666666666667,0,0,0,0,0,0,0,0,0,0,82.6466666666667,0,0,0,0,3.58666666666667,0,1.75333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRG,av,T14,0.01,UnP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84464426680051,0,1.75994590884552,19.7485614637072,0.429971738717267,4.92917797003784,0,0,0,0,0,0,0,0,0,0,0,0,1.09280495134459,0,0,0,0,0,0,0,0.902849410471405,0,2.91463898585347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29650526676148,1.9656389081336,0,0,0,0,0,0,2.47310378341509,0,1.84037489457115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33062934807498,0,0,0,27.1690001562641,0,0,0,0,0,0,0,1.06465233333864,0,0,0,0,0,0,0,1.41730168491698,0,0,0,0,0,0,0.5056717233839,0,0,0,0,0,0,0,0,0,0,0.288004007012271,0,0.981875189350211,0.580407641045412,0.200350613573754,0.956754688097972,0,13.7600970470792,0,0,0,0,0,0,0,5.54703801920343,0,0,0,0,0,0,0,0.748473626114652,0.327485380116959,0,0.758316301873169,1.25351240346924,0.222222222222222,0,24.4087251860677,0,7.66474118462961,0,0,0,1.44499237858301,0,0.783625730994152,0,0,0,0,14.6906857865575,0,0,0,0,0,0,0,0,0,0.187134502923977,0.342962669832476,0,0,0,0,0.154884389866136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654970760233918,0.342958291846443,0,0,0.433055201340002,0,0,0,0,0,0.254452926208651,0,0,16.2441676068757,0,0.760643551688451,0,0,0,0,0,0,0,0,0,0.177010731275584,0,0,0,0.16594756057086,0,0,0,0,0,0,0,0,0,0,0,3.10715361604353,0,0,0.53705288777869,1.05395066613903,0.132758048456688,0,1.84275178954192,0,0,0.663790242283438,0,0,0,0,0,0,0,1.20245195236944,0,0,0,0,0,0,0,0,0,0,0,0.353714799222861,0.154884389866136,0.979290331090885,0.177010731275584,0,0,0,0.818674632149574,0,0,1.46087504061859,0,0,0.464653169598407,0,0,0,0,13.4294026913727,0,0,0,0,0,0.320831950436995,0,0.420400486779511,0,0.859384181685603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05666666666667,0,0,0,0,0,0,0,0,0,0,0,0.446666666666667,0,0,0,11.7766666666667,0,84.7133333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,av,T14,0.24,Med,0,0,0,0,0,0,0,0.434216239687364,2.69214068606166,0.244840853445261,0,0,0,0,0,0,0,0,0,0,0.586689631074932,0,0,0,0,0,0,0,0,1.78028658271819,0,0,0,10.4955179565314,0,0,0,0,0.443045353853329,1.34729586595308,0,0,0,5.49951892589616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0310384608514,0.535533362281083,0,0,0,0,0.622376610218556,0,1.32131544864212,1.87952853107295,2.7153791988143,0.419742365031119,0,0,0,0,0,0,0,0,0,0,0,0,1.45394587590059,0,0,0,0,0,0,1.02426684110854,2.34632658239369,0,0.37222436144269,0,0,0,0,5.21879556365631,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18685772181213,0,0,0,0,0,0,0,0,0,0,0,1.00115517905275,0,3.80662903459256,5.70505182413103,0.796063106093501,0,0,2.00843845031727,0,0,0,0,0,0,0,0,2.38615712808792,0,3.6456222592781,0,0,0,0,0,0,0,0,0.263019463440295,0,0,3.93509098555099,5.92670524285464,13.2858715675144,0.900589101795069,0,0,0.195812622382889,0,0,0,0,0,0,7.31354359082715,0,0.898674946673404,0,0,0,0,2.4866484992035,0,1.27374693555711,0,1.28167267145702,0,0,0,0,0,0,0,0,0,0,0,0.997241671971144,0,0.286187678867299,0,0,0,0,0,0,0,0,0,0,0,0,0.718763606499667,0,0,0,0,0,0,0,0,0,0,0.875408325930835,0.47343503419253,0.895185297786445,0,1.59134309357097,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01653801730628,0,0.994596409385302,0,0,0,0,0.271125169453231,0,0,0,1.53289070935095,0,5.40789796934041,0,0.403140250371313,0,0,0.650295799496619,0,0,2.95697631910791,0,0,0,0,0,0,0,0,0,0,0,0,0.301250188281368,0,0,0.841256970725136,0,0,0,0,0,0.406687754179846,0.543573557776609,0,0,0,2.01582135970265,0,0,0,0,0.647687904804941,12.5527531921525,0,0,0,0,23.9127914624523,0,0,0,0.195812622382889,0,0,0,0.52402636644336,0,0.225937641211026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.226666666666667,0,0,12.06,0,0,0,0,0,0,0,0,0,0,0,31.12,0,0,0,24.04,7.84666666666667,7.29666666666667,4.70333333333333,0.376666666666667,0,10.8066666666667,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0
RGA,av,T14,1.64,Ext,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512820512820513,0,0,0,0,0,0,0.450919181408255,0,0,0,0,0,0,0,4.35578680537785,0,0,0,5.61295633557095,0,0,1.5697243651609,0,2.80774122397431,1.79321753515302,0,6.7646179384923,0,16.9113691116651,0,0,0,0,0,0,0,0.450919181408255,0.841968911917098,0,0,0,0,2.62224033714493,0,0,0,0.461538461538462,0,0,0,2.72870668253554,0,6.22251104256841,0,0,0,0,0,0,1.85711109332337,0,4.41324481951689,0,0,0,0,0,0,0,0,0,0,0,0.433576135969476,0,0.963739694228768,0,0,0,0,0,0,3.74569245248266,0,0,1.98086887206058,0,0,0,0,0.52991452991453,0,0,0,0,0,1.31692573402418,0,0,0,0,2.34007744394431,0,0.589663544918488,0.52991452991453,0.676378772112383,3.19529693104823,0,0,0,0,0,0,0,0,0,0,0,0,4.63172159368371,0,0,0,0,0.444444444444444,0,0,0,0,0,0,0,17.8108156457081,0,0.433576135969476,0,0,0,0,0,0,0,0,0,0,0,3.07125295588199,0,25.9481948224405,1.33613379087287,0,0,0,0,0,0,0,0,2.84863442477926,2.10905349794239,0,0,0,0,0,0,0,0,0,0.851970181043663,1.34479717813051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551146384479718,0,0,0,0,0,0,0,0,1.43347363794648,0,0.749559082892416,0.638977635782748,27.7061228782919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905218317358892,0,0,0,0,0,0,0,0,0.374779541446208,0,0,0,0,0,6.3406838300342,0,0,0,0,0,0,0.668724279835391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24559082892416,0,0,0,0,0,2.57618380843443,0,0,0,0,1.64976484420929,0,0,0,0,0,5.01399993989628,0,0.396825396825397,0,0,12.2389127425514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86666666666667,0,0,0,0.736666666666667,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0.343333333333333,0,0,6.47,68.2833333333333,0,6.86666666666667,4.93333333333333,0,0,4.88333333333333,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0
RMO,av,T14,0.12,Med,0,0.28022978842651,0,0,0,0,0,0.420344682639765,4.13338937929102,0,0,0,0,0,0,0.420344682639765,0,0.350287235533137,4.09135491102704,0,0.798654897015553,0,0,0,0,0,0,0,0,1.91419358025261,5.05970678615128,0,0,3.62843915912759,0,0.615812475168852,0.812666386436878,0,0,1.12091915370604,0,0.73360843649702,0,7.18170823600608,0,0,0,0,0,0.635677393722686,0,0.61898211829436,0,0,0,0,0,0,0,0.664832645575424,0,0,1.97562000840689,0,0,5.32081619435622,3.07719868118542,0,0,0,0,0,0,0,0.99481574891411,0,6.18640236877417,0,0,0,0,0,0,0,1.1124354390147,0,0,0,0,0,20.4407552713078,0,0,0,0,0,0,2.22782681799075,0.294241277847835,0,0,0,0,0.913786253476361,0,0,2.98444724674233,0,0,0,0,0,0,0,0,0,0,0,0.615812475168852,0,0,1.44691274079959,0,0,0.28022978842651,0,0,0,0,0,0,0,0,0,2.1998038391481,0,0,0,1.76544766708701,0,0,0,0,0,0,0,0,13.8976528262475,0,0.784643407594227,0,0,0,0,0,0,0,0,0.427578834847675,0,0,0.730447176198112,0.698856416772554,25.0483361885355,2.79616010011171,0,0,0,0,0,0,0,0,0,4.70400231245213,0,0,0,0,0,0,0,0,0,0,2.33261501920122,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38905284296494,0,2.30528122123411,0,0,0.519155030433226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25450742750707,0.481026189203634,0,3.27061077402833,0.519155030433226,0.825921219822109,0,0,0,0,0,0,0,0,0,0,0,0,2.00344951624598,0,0,0,0,0,0,12.0891574668873,0,0,0,1.0542313637036,0,0,0,0,0,0,1.08917403074763,0,0,1.87487693043405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71634573830499,0,0,0,0,0,3.39620677182328,0,0,0,0,0.733977801646975,0,0,0,0,0,17.4698574707869,0,1.26793466831161,0,0,7.00208245736217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63333333333333,18.0466666666667,0,2.16333333333333,3.20333333333333,0,1.07,0.643333333333333,0,11.99,0,0,0,0,0,0,0,0,0,0.403333333333333,0,0,9.27333333333333,4.43333333333333,6.32,23.6766666666667,0,0,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPE,av,T14,0.51,Med,0,0,0,0,0,0,0,0,0.237786424556853,0,0,0.183744055339386,0,0,0,0.607886713429349,0,0.216169476869866,5.28331855063364,0.172935581495893,4.17508915318078,0,0,0,0,0.389105058365759,0,0,0,0,0,0.162127107652399,0,0.340264650283554,0,0,2.03880339774876,0,0.248594898400346,3.29447709769198,0,1.66388538569072,0.410722006052745,10.5456403252457,0.281020319930826,0.162127107652399,0,0,0,0,0,0.302457466918715,0,0,0,0,0,0.922239678454942,0,0,0.714086696535747,0,0,0,0,0,19.0336843717853,0,0,0.464764375270212,0,0,0,0,0.172935581495893,0,0.456522195078136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302457466918715,0.3528670447385,0,0,0,4.00207859164726,0,1.08278119988704,0.259403372243839,0,0,0,0,0.667732185101137,0,0,0,0,0,0,0,0.527222025135724,0,0,0,0,0,0,0,0,1.0419043294058,0,0,0,0,0,0,0,0,0,0,0.417885943853498,0,0,0,0,7.57340904941602,0,0,0,0,0,0,0,4.71680243813438,0,0,26.5750686777582,0,0,0,0,0,0,0,0,2.67213702554734,0,0,7.58978218873786,0,27.0183232871725,10.7801437651943,0,0,0,0,0,0,0,0,0.309214594928881,0.321905681635281,0,0,0,0,0.225333977144697,0,0,0,0,0.853138330286411,2.13027106867212,2.55843218568029,0,0,0,0,0,0,0,0,0.626597942451856,0,0,0,0.371057513914657,0,0,0,0.225333977144697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98140591650905,0,6.5761976056724,0,1.34400035780376,0.371057513914657,0,0,0,0,0,0,0,0,0,0,0,0,1.64289021210689,0,0,1.39272816211965,0,0.257524545308225,0,0,0,0,0,0,0,0,0.325005078204347,0.515049090616449,2.08366544224471,0,2.89544463234058,0,0.309214594928881,1.15456263513877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225333977144697,0,0,0,0,0,1.79072085959712,0,0,0.304692260816575,0,0,0,0,0.690635791184237,0,3.32666198248424,2.61902403838345,0,4.80870509690694,0,0,0,0,0,0,1.21670704306537,0,0,1.48710162499815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,11.1333333333333,0,0,0,0,0,0,0,0,0,0,0,62.8533333333333,0,0,0,5.96666666666667,15.9033333333333,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,am,T21,0.01,UnP,0.303951367781155,0,0,0,0,0,0,0,1.12715298885512,0,0,0,0,0,0,11.3769083768302,0,0.215298885511651,7.68099770352013,0,2.40630612824302,0.253292806484296,0,0,0.265957446808511,0,0,0,0,3.25101472136551,0,0,0,0,0,0,1.80401839317525,2.15298885511651,0,1.40248395218339,0,0.626709157302058,0,2.11202549913233,0.794581216621076,0,0,0,0,0,0,0,0,0.683890577507599,0,0,0.29128672745694,0,2.80835686445208,0,0,0,0.683890577507599,0,0,2.04006118710929,1.18501737911331,6.95832852790065,0,0,0,0,0,0,0.182362902175329,0,0.417933130699088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696555217831814,0.795593635250918,0,0,1.62866086795398,0,0,0,0.50999592003264,0.92451874366768,0,0,0,2.55899388894927,0,0,0,0.979192166462668,0,0,1.70949392283281,0.234466588511137,0,0,0,0,0.759878419452888,0,1.28518971848225,0.729451608701316,0,0,0,0,0,0,0,0,0,0,1.89969604863222,2.5499796001632,0,0,0,4.89195747419564,0,0,0,0,0,0,0,3.99895792627328,1.68704790179308,0,19.4764870954889,1.65906788247214,0,0,0,0,0,0,0,1.67105521423754,0,0.713775874375446,0.201155019142171,0,16.4819354107317,0.266043734994484,0,0,0,0,1.00577509571086,0,0,0,0,6.61802679222254,0,0,0,0,0,0,0,0,0,0.240088248653559,0.259403372243839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207643890727403,0,0,0,0,0,0,0.713775874375446,0,0,1.59602002410224,0,0,0,0,0,0,0,0,0,6.13121104309999,0,0,14.9745628659301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253065991824022,0,0.467047262971242,0,0,0,0,0,0,1.14165509652891,0,0,0,0.466926070038911,0,0,4.37970119377563,0,0,0.201155019142171,0,0.220621633897865,0,0,0,0,0,0,1.49892933618844,0.765239948119326,0,2.33013944509291,0,0,0.557846017814856,0,0,0.998702983138781,0,1.91437285056129,0,0,0,0.921212121212121,0,0,0,0,15.9238171127955,4.84848484848485,1.06381136118094,0,0,2.18674972422296,8.78004952246197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.696666666666667,0,1.17333333333333,0,0.393333333333333,0,0,24.0933333333333,0.81,0,0,0,0,0,0,0,0,0,0,59.8966666666667,0,0,0,0,6.91333333333333,0,3.07,0,0,0,0,0,0.286666666666667,0,0,0,0,0,0,0,0,0,0,0,1.26666666666667,0.31,0,0,0,0
GRG,am,T21,0,UnP,0,0,0,0,0,0,0,0,0,0,0,0.871613663133098,0,0,0,0,0,0.251572327044025,3.00743281875357,0,0.365923384791309,0,0,0,0,0,0,0,0,5.65824550948142,0,0,0,10.1920554738364,0,0,0,0,0,0.205831903945111,0,0.274442538593482,0,5.25991647034402,0,0,0.205831903945111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34982736222819,3.77650528067557,0,0,0,0,0,1.76100628930818,0,11.4701069108022,0,0,0,0,0,0,0,2.86870322425278,0,0,0,0,0,6.61457107112911,0,0,0,0.43453401943968,0,0,13.6192109777015,2.04729603736156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20141342756184,0,0,0,0,0,0,0,0,0,0,0.811892510005718,0,0,1.5739635167597,0,0,0,3.52201257861635,0,0,0,0,0,0,0,13.4041259316278,9.25196486866231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836030204962244,0,35.6289014795075,7.13169357137937,0,0,0,0,0,0,0,0,0,2.50271540682911,0,0,0,0,0,0,0,0,0,0,3.03228148109587,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18244360546078,0,0.728155339805825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75811683002042,0,0,2.63459335624284,2.21512214731715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32534102457677,0,0,0,0,0,0.809061488673139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89431733719716,0,0,0,0,0,2.04166919724326,0,0,0,0,0,0,0,0,0,0,25.2795575296885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,2.25,2.54,0,6.49,13.48,0,3.63,0,0,3.58,0,0,0,0,0,0,0,0,10.55,0,1.27666666666667,9.52666666666667,0,34.54,0,10.8466666666667,0,0.686666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,am,T21,0,UnP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4550450494912,0,2.66385366953341,0,0,0,0,0,0,0,0,1.12555451017942,0,0,0,7.48327675588159,0,0,0,0,0,0.84015342717612,0,0,2.29697221543799,18.9728823152776,0,0,0,0,0,0,0,1.42210070294254,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41896791823117,0,11.2720067113695,0,0,0,0,0,0,6.33283729802714,0,3.43166154835654,0,0,0,0.25,0,1.57663043987209,0,0,0,0,0,0,0,0,0.209863588667366,0,0,0,0,0,0.663930688554492,0.815778077582904,0,0,0,0,0,0,0,0.5655933766171,0,0,0,0,0,0,0.633733649962909,0.226190476190476,0,0,0.238095238095238,2.36410278257573,0.513207608624845,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60500376077939,0,5.8127245733046,0,0,16.1198195580078,0,0,0,0,0,0,0,1.22261779843102,0.467396260829913,0,0,0,0.0762278122617881,0,0.0762278122617881,0,0,0,0,1.14175169095907,0.178449587991392,0,0.136461449640477,2.03368287257706,8.20632341569322,0.377867014740987,0,0,0,0,1.01386344826709,0,0,0.278420039576324,0,8.33217545063208,0,0.696692183104796,0.0980071871937275,0,0,0,1.54923684407007,0,0.260638895349119,1.19282268031196,0,0.0871174997277578,0.150074911153196,0,0,0.12180913038873,0,0,0,0,0.141565937057606,0,0,0.152455624523576,0.231837866145998,0,0,0.0980071871937275,0,0.98041160222105,0.125231405858652,0.0653381247958184,0,0.0653381247958184,0.622466263701935,0,0,0.601490001297973,0.828400465378146,0,0.514564689332502,0,0,0,0,0,0,3.29272318492392,0,1.97560257306336,0,8.60666812208533,7.62609562798509,0,0,0,0,0,0.53581501485102,0.0980071871937275,0.395458031554305,0.268434891642634,0,0.12180913038873,0,0,0.132401228683402,0.680841229814191,0.315081133653734,0,0,0.0707829685288032,0,1.59273091730113,0,0.0925623434607427,0,1.28914353486168,0.0762278122617881,0,0,1.39263275993979,0.63076984370053,0,0.330481564510558,0,0,1.15135407993667,0.60437765436132,0,0,0,0,0.225856339658038,0,0,0.163345311989546,0,0,0,0.524325384333541,0,1.13521775327308,0.0653381247958184,0,0,0.0980071871937275,0.232075525413356,0.97264121031271,0,0.469352036267104,0,0,0.759627502789812,0.15220700152207,0,0.230934760930037,0.587833772640697,0,12.834564500584,0,1.29800984578034,0,0,16.1232159033892,0,0,0,0,0,0,0,0.0925623434607427,0.545739606848689,0,0.880583746196534,0,0.485240809741193,0,0,0,0.130676249591637,0,0,0,0,0,0.0762278122617881,0,0,0,0.0925623434607427,0.108896874659697,0,0,0.21,0,0.156666666666667,0,9.15666666666667,0,0,0.493333333333333,1.14,0,5.64666666666667,2.08,0,0,0,0,0,0,0,0,0,0,11.0566666666667,0,0,0,10.93,1.74666666666667,10.63,45.7866666666667,0,0,0.956666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
